"Result ID","القطاع","السؤال/المسار الذي يصل إليه","وضعك باختصار","وش تسوي الآن؟","الجهة المختصة","المحكمة إن وجدت","الخدمة/المنصة","المتطلبات","المستندات","المدة","الرسوم","الاعتراض","الخطوة التالية","النظام","اللائحة","المادة/المواد","المصدر الرسمي","رابط المصدر","تاريخ آخر تحقق","الثبات","تصنيف التحقق","سبب تصنيف التحقق","مستوى الخطورة القانونية","سبب مستوى الخطورة","هل تحتاج اعتماد محامٍ؟","السؤال المحدد للمحامي","Approved / Needs Change","Lawyer Notes"
"R-CIVIL-AGENCY-SCOPE","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← مشكلتي مع وكيل أو وكالة → Q510: وش المشكلة في الوكالة؟ ← الوكيل تجاوز حدود الوكالة","الوكيل أجرى تصرفًا يقال إنه تجاوز حدود الوكالة.","تحدد صلاحية الوكيل بما يتناوله التوكيل وتوابعه الضرورية وطبيعة التصرف والعرف؛ ويجب فحص نص الوكالة والتصرف الفعلي قبل تقرير نفاذه أو المسؤولية عنه.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","دعوى جديدة أو طلب داخل قضية أو اعتراض بحسب المرحلة المبينة.","نص الوكالة، العقد/التصرف الذي أجراه الوكيل، المراسلات.","","","","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","نظام المعاملات المدنية","","المادة 486 وما بعدها","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-23","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-AGENCY-SELFDEAL","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← مشكلتي مع وكيل أو وكالة → Q510: وش المشكلة في الوكالة؟ ← الوكيل باع لنفسه أو لقريب دون إذن","الوكيل في البيع اشترى لنفسه أو باع لقريب أو ذي مصلحة دون إذن.","المادة 495 تمنع الوكيل في البيع من الشراء لنفسه، أو البيع لأصوله أو فروعه أو زوجه أو من يجر التعامل معه مغنمًا أو يدفع مغرمًا، إلا بإذن الموكل.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","دعوى جديدة أو طلب داخل قضية أو اعتراض بحسب المرحلة المبينة.","الوكالة، عقد البيع، بيانات الأطراف، ما يثبت الإذن إن وجد.","","","","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","نظام المعاملات المدنية","","المادة 495","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-23","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-BIRTH-REGISTER","المعاملات المدنية","Q001: وش صار معك؟ ← بنك/تمويل/تأمين/زكاة/ضريبة/اتصالات/جهة حكومية → Q110: مشكلتك مع أي جهة أو خدمة؟ ← خصوصية أو طيران أو تعليم أو بلدية → Q269: وش نوع المشكلة المتخصصة الأخرى؟ ← الأحوال المدنية / الهوية / المواليد / سجل الأسرة → Q294: وش تحتاج من الأحوال المدنية؟ ← تسجيل مولود جديد","عندك مولود جديد وتبي تسجل واقعة الميلاد.","أبشر > خدماتي > الأحوال المدنية > تسجيل المواليد، ثم راجع البيانات وأكمل الطلب.","وكالة وزارة الداخلية للأحوال المدنية — عبر منصة أبشر بحسب الخدمة.","","أبشر | خدمة أحوال مدنية إلكترونية/توثيقية، وليست دعوى قضائية أو اعتراضًا على حكم.","راجع واقعة الميلاد وبيانات الوالدين والمولود وأكمل المتطلبات الظاهرة.","","","","عند نجاح التسجيل إلكترونيًا يحصل المولود على سجل مدني، وتُحدّث بيانات سجل الأسرة للمواطنين، ويمكن طلب توصيل شهادة الميلاد وسجل الأسرة المحدث بحسب الخدمة.","عند نجاح التسجيل إلكترونيًا يحصل المولود على سجل مدني، وتُحدّث بيانات سجل الأسرة للمواطنين، ويمكن طلب توصيل شهادة الميلاد وسجل الأسرة المحدث بحسب الخدمة.","","","","منصة أبشر — وزارة الداخلية — خدمات الأحوال المدنية: الهوية الوطنية، تسجيل المواليد، وسجل الأسرة","https://www.absher.sa/wps/wcm/connect/individuals/contents/individuals+AR/eServices+User+Guide/eServices/Civil-Affairs-Services/","2026-09-23","قابلة للتغير","HUMAN DECISION","المصدر غير موجود أو ليس على نطاق حكومي/رسمي يمكن الاعتماد عليه آليًا.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","نعم","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-CONTRACT-DAMAGES","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← العقد ما تنفذ أو تأخر وأبي تعويض","الطرف الآخر لم ينفذ التزامًا تعاقديًا أو تأخر فيه وتطلب التعويض.","المواد 170–180 تنظم التعويض عن عدم الوفاء أو التأخير، مع مراعاة الإعذار والاستثناءات والتعويض الاتفاقي إن وجد. قدّم صحيفة دعوى إذا لم يوجد سند تنفيذي يحسم الطلب.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","تعويض عن إخلال عقدي | دعوى تعويض عقدية","العقد، إثبات الإخلال أو التأخير، الإعذار عند لزومه، وإثبات الضرر وعلاقته بالإخلال.","العقد، إثبات الإخلال، الإعذار عند لزومه، وإثبات الضرر وقيمته والسببية.","لا مدة موحدة في صفحة الخدمة؛ المدة الموضوعية تتحدد بالنظام ونوع المطالبة.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","غير منطبق ظاهرًا","إذا كانت مطالبة قضائية، تُقدّم عبر صحيفة الدعوى بالتصنيف المناسب وتُراجع المحكمة الوقائع والأدلة والطلبات.","نظام المعاملات المدنية","","","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-CONTRACTOR-ESTIMATE","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← مشكلتي في عقد مقاولة أو تنفيذ أعمال → Q505: وش المشكلة في عقد المقاولة؟ ← ظهرت أعمال إضافية أو تجاوزت المقايسة","المقاولة مبنية على مقايسة بالوحدة وظهرت زيادة ظاهرة لازمة للتنفيذ.","المادة 470 تلزم المقاول بإعلام صاحب العمل فورًا بالمجاوزة الظاهرة ومقدار الزيادة المتوقعة، وإلا سقط حقه في طلب ما جاوز به قيمة المقايسة من نفقات؛ ولصاحب العمل حكم خاص إذا كانت المجاوزة جسيمة.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","نزاع حول تقدير أجر المقاولة | دعوى تحديد/مطالبة بأجر مقاولة","المقايسة، الكميات الفعلية، إشعار الزيادة، أوامر التغيير، تقارير المهندس.","العقد، جداول الكميات، المستخلصات، القياسات، الفواتير ومحاضر الاستلام.","لا توجد مدة موحدة في خدمة صحيفة الدعوى.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","غير منطبق ظاهرًا","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","نظام المعاملات المدنية","","نظام المعاملات المدنية هو المرجع لأحكام المقاولة؛ لا نثبت رقم مادة للأجر هنا دون مطابقة النص التفصيلي لكل صيغة عقد. | المادة 470","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-CONTRACTOR-IMPOSSIBLE","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← مشكلتي في عقد مقاولة أو تنفيذ أعمال → Q505: وش المشكلة في عقد المقاولة؟ ← المقاول عجز عن إكمال العمل لسبب خارج عن إرادته","المقاول بدأ التنفيذ ثم أصبح عاجزًا عن إتمامه لسبب لا يد له فيه.","المادة 477 تعطي المقاول قيمة ما تم من الأعمال وما أنفق في العمل غير المكتمل بقدر ما عاد على صاحب العمل من نفع.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","تعذر إتمام المقاولة لسبب لا يد للمقاول فيه | دعوى حقوق ناشئة عن تعذر إتمام المقاولة","العقد، نسبة الإنجاز، المصروفات، سبب العجز، تقييم المنفعة العائدة لصاحب العمل.","العقد، محاضر الإنجاز، تقارير سبب التعذر، المستخلصات والفواتير وما يثبت المنفعة.","لا نثبت مدة دعوى موحدة هنا.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","غير منطبق ظاهرًا","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","نظام المعاملات المدنية","","المادة 477: إذا بدأ المقاول في التنفيذ ثم عجز عن إتمامه لسبب لا يد له فيه، استحق قيمة ما تم من الأعمال وما أنفق في العمل غير المكتمل بقدر ما عاد على صاحب العمل من نفع. | المادة 477","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-CONTRACTOR-PRICE-INCREASE","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← مشكلتي في عقد مقاولة أو تنفيذ أعمال → Q505: وش المشكلة في عقد المقاولة؟ ← المقاول يطلب زيادة فوق السعر المتفق عليه","المقاول يطلب زيادة على أجر إجمالي متفق عليه بسبب ارتفاع المواد أو العمالة أو النفقات.","المادة 471 تقرر في عقد المقاولة بأجر إجمالي أن الأصل عدم استحقاق زيادة لمجرد ارتفاع الأسعار أو الأجور؛ وتوجد أحكام خاصة للتعديل المأذون والظروف الاستثنائية العامة التي تهدم التوازن العقدي.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","مطالبة مقاول بزيادة السعر | نزاع في أجر المقاولة","العقد، نوع التسعير، التعديلات، أوامر التغيير، أدلة الظروف الاستثنائية.","العقد، جداول الكميات، أوامر التغيير، عروض الأسعار، الاعتمادات والفواتير والمراسلات.","لا نثبت مدة موحدة؛ المدة تتحدد بحسب المطالبة والنص المنطبق.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","غير منطبق ظاهرًا","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","نظام المعاملات المدنية","","المرجع الموضوعي نظام المعاملات المدنية وأحكام المقاولة؛ يجب مطابقة أثر تغير الأسعار/الأعمال الإضافية على نص العقد والمواد الخاصة قبل تقرير مبلغ. | المادة 471","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-CUSTODIAN-APPOINT","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← وديعة أو مال تحت الحراسة → Q511: وش المشكلة في الوديعة أو الحراسة؟ ← فيه مال متنازع عليه وأبي وضعه تحت الحراسة","يوجد مال متنازع عليه وبقاؤه في يد حائزه يشكل خطرًا عاجلًا.","يجوز تعيين الحارس باتفاق ذوي الشأن، وإذا لم يتفقوا فللمحكمة تعيينه إذا رأت أن بقاء المال في يد حائزه خطر عاجل.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","دعوى جديدة أو طلب داخل قضية أو اعتراض بحسب المرحلة المبينة.","بيانات المال، النزاع القائم، ما يثبت الخطر العاجل، مقترح الحارس إن وجد.","","","","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","نظام المعاملات المدنية","","المواد 517–520","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-23","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-CUSTODIAN-BREACH","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← وديعة أو مال تحت الحراسة → Q511: وش المشكلة في الوديعة أو الحراسة؟ ← الحارس قصر أو تصرف في المال بلا صلاحية","الحارس قصر في الحفظ أو الإدارة أو تصرف خارج صلاحياته.","يلتزم الحارس بعناية الشخص المعتاد، ولا يتصرف خارج أعمال الحفظ والإدارة إلا برضا ذوي الشأن أو إذن المحكمة، مع استثناء الاستعجال وفق النظام.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","دعوى جديدة أو طلب داخل قضية أو اعتراض بحسب المرحلة المبينة.","قرار/عقد الحراسة، كشوف الإدارة، التصرف محل الاعتراض، إثبات الضرر.","","","","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","نظام المعاملات المدنية","","المواد 520–526","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-23","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-CUSTODIAN-END","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← وديعة أو مال تحت الحراسة → Q511: وش المشكلة في الوديعة أو الحراسة؟ ← انتهت الحراسة وأبي رد المال وغلاته","انتهت الحراسة ويوجد خلاف على رد المال أو الغلة.","تنتهي الحراسة بالاتفاق أو الحكم أو انتهاء مدتها، وعلى الحارس رد المال مع غلته إلى من يتفق عليه ذوو الشأن أو من تعينه المحكمة.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","دعوى جديدة أو طلب داخل قضية أو اعتراض بحسب المرحلة المبينة.","عقد/حكم الحراسة، بيان المال والغلات، ما يثبت انتهاء الحراسة.","","","","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","نظام المعاملات المدنية","","المادة 527","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-23","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-DEPOSIT-LOSS","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← وديعة أو مال تحت الحراسة → Q511: وش المشكلة في الوديعة أو الحراسة؟ ← الوديعة ضاعت أو تضررت","الوديعة فقدت أو تضررت أثناء وجودها لدى المودع لديه.","تُفحص درجة العناية الواجبة بحسب كون الإيداع بأجر أو بلا أجر وظروف الحفظ، ثم يحدد أثر التعدي أو التقصير.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","دعوى جديدة أو طلب داخل قضية أو اعتراض بحسب المرحلة المبينة.","إثبات الإيداع، حالة الوديعة عند التسليم، سبب الفقد/التلف، تقارير أو صور.","","","","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","نظام المعاملات المدنية","","المواد 509–516","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-23","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-DEPOSIT-MISUSE","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← وديعة أو مال تحت الحراسة → Q511: وش المشكلة في الوديعة أو الحراسة؟ ← المودع لديه استعمل الوديعة أو سلمها لغيره","المودع لديه استعمل الوديعة أو أودعها عند غيره دون مسوغ.","لا يجوز استعمال الوديعة أو ترتيب حق للغير عليها دون إذن المودع، ولا إيداعها لدى الغير دون إذن إلا عند الضرورة وفق الضوابط النظامية.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","دعوى جديدة أو طلب داخل قضية أو اعتراض بحسب المرحلة المبينة.","عقد/إثبات الإيداع، وصف الوديعة، إثبات الاستعمال أو التسليم للغير.","","","","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","نظام المعاملات المدنية","","المواد 506–511","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-23","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-DURESS","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← أبي أفسخ العقد أو أبطل العقد → Q501: وش سبب رغبتك في إنهاء العقد أو إبطاله؟ ← وقعت العقد بسبب تهديد أو إكراه","أبرمت العقد تحت تهديد تدعي أنه بلغ حد الإكراه النظامي.","المواد 64–67 تعرف الإكراه وشروطه وتجيز للمكره طلب إبطال العقد في الحالات المقررة.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","إكراه على إبرام العقد | دعوى إبطال عقد بسبب الإكراه","أدلة التهديد وتوقيته وخطورته وعلاقته المباشرة بإبرام العقد.","العقد، الرسائل/التسجيلات المشروعة، البلاغات أو الشهود، وأي دليل على التهديد وتأثيره.","لا نثبت مدة خاصة هنا دون تحقق مستقل من نص المدة.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع القضية.","غير منطبق ظاهرًا","إذا لم يوجد سند تنفيذي أو مسار خاص، تُعرض المطالبة على المحكمة المختصة عبر صحيفة الدعوى وتفصل وفق العقد والوقائع والأدلة.","نظام المعاملات المدنية","","المواد 64-67: تعريف الإكراه، معيار الخطر الجسيم المحدق، ظروف تقديره، وحق طلب الإبطال وحكم إكراه الغير. | المواد 64–67 و79","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","LOW","نتيجة محدودة الأثر ومدعومة بمصدر رسمي دون مدة سقوط أو اختيار قضائي حاسم ظاهر.","اعتماد سريع","هل الجهة والمحكمة ونوع الإجراء المحددة صحيحة لكل صور الحالة والاستثناءات المحتملة؟","NEEDS REVIEW",""
