"result_id","package","risk","authority","court","service","platform","deadline","costs","articles","source_id","source_authority","source_title","source_url","last_verified","automated_review","human_status","human_notes"
"R-FAM-MAHR-BEFORE","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","مطالبة بالمهر قبل الدخول/الخلوة بحسب الواقعة","","المدة لا تُستمد من خدمة ناجز؛ أصل الاستحقاق وآثاره يتبعان نظام الأحوال الشخصية والواقعة.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية؛ لا نضيف مبلغًا غير ثابت.","""""","SRC107-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-MAHR-DEBT","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","مهر مستحق لم يُدفع","","لا نثبت مهلة موحدة من صفحة الخدمة؛ تُراجع القواعد الموضوعية بحسب الواقعة.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية؛ لا نضيف مبلغًا غير ثابت.","""""","SRC107-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-MAHR-DIVORCE-BEFORE","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","أثر الطلاق قبل الدخول على المهر","","الحق يتحدد بنظام الأحوال الشخصية بحسب صورة الفرقة؛ لا نضع مدة إجرائية عامة غير موثقة.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية؛ لا نضيف مبلغًا غير ثابت.","""""","SRC107-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-MAHR-EQUIVALENT","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","نزاع حول مهر المثل/عدم تحديد المهر","","لا توجد مهلة موحدة في خدمة صحيفة الدعوى لهذه الصورة.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية؛ لا نضيف مبلغًا غير ثابت.","""""","SRC107-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-DIVORCE-DOCUMENT","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","توثيق طلاق","ناجز","يومان وفق SLA الحالي؛ مدة خدمة وليست مهلة سقوط.","رسوم الخدمة: لا يوجد","""""","SRC93-DIV","وزارة العدل","توثيق طلاق","https://www.moj.gov.sa/ar/eServices/Pages/0205e7ab-9006-4cc5-9c42-cc279e08a831.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-DIVORCE-NOT-DOC","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","توثيق طلاق","","يومان وفق SLA الحالي؛ لا نحوله إلى مدة سقوط للحق.","رسوم الخدمة: لا يوجد","""""","SRC93-DIV","وزارة العدل","توثيق طلاق","https://www.moj.gov.sa/ar/eServices/Pages/0205e7ab-9006-4cc5-9c42-cc279e08a831.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-RETURN-DOCUMENT","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","توثيق رجعة","ناجز","يومان وفق SLA الحالي؛ مدة خدمة وليست مهلة سقوط.","رسوم الخدمة: لا يوجد","""""","SRC93-RET","وزارة العدل","توثيق رجعة","https://www.moj.gov.sa/ar/eservices/pages/8f097103-691f-438f-9a20-d492b564965e.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-RETURN-NOT-KNOWN","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","توثيق رجعة / نزاع في الرجعة بحسب الحالة","","يومان لخدمة التوثيق وفق SLA؛ النزاع القضائي له مواعيده الخاصة إن وجدت.","رسوم الخدمة: تتحدد بحسب المسار النهائي.","""""","SRC93-RET","وزارة العدل","توثيق رجعة","https://www.moj.gov.sa/ar/eservices/pages/8f097103-691f-438f-9a20-d492b564965e.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-DIVORCE-DISPUTE","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","يوجد نزاع هل وقع الطلاق أو متى وقع أو هل حصلت مراجعة","","على الزوج توثيق الطلاق خلال مدة أقصاها 15 يومًا من حين البينونة؛ ولا يسقط بذلك حق الزوجة في إقامة دعوى إثبات الطلاق.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المواد 77-94: وقوع الطلاق وصوره وحالات عدم وقوعه، أنواع الطلاق والمراجعة، المادة 90 للتوثيق خلال 15 يومًا، والمادة 93 لا تقبل قول الزوجة في دعوى الطلاق والمراجعة إلا ببينة.""","SRC145-FAM","هيئة الخبراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-KHUL-AGREED","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","خلع بالتراضي","","لا مهلة دعوى خاصة لمجرد الخلع الرضائي؛ يجب توثيقه.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC95-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-KHUL-MAHR","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","عوض الخلع إذا كان المهر","","لا مدة سقوط خاصة مثبتة لهذا الحكم.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC95-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-KHUL-CHILD-RIGHTS","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","حقوق الأولاد لا تكون عوضًا للخلع","","لا مدة خاصة؛ الحكم قيد على صحة العوض.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC95-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-KHUL-DOCUMENT","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","توثيق خلع","ناجز","يومان وفق SLA الحالي؛ مدة خدمة وليست مهلة سقوط.","رسوم الخدمة: لا يوجد","""""","SRC93-INHAAT","وزارة العدل","الخدمات الإنهائية - الحالات الاجتماعية","https://inhaatportal.moj.gov.sa/tabsnew.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-CUSTODY-TRAVEL-PARENT","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","سفر الحاضن الوالد بالمحضون خارج المملكة","","أكثر من 90 يومًا في السنة يحتاج الموافقة المحددة بالنظام.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المادة 129/1: لا يجوز للحاضن إذا كان أحد الوالدين السفر بالمحضون خارج المملكة مدة تزيد على 90 يومًا في السنة إلا بموافقة الوالد الآخر، والولي على النفس في حال وفاة الوالد.""","SRC120-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - الحضانة","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-CUSTODY-TRAVEL-NONPARENT","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","سفر حاضن غير الوالدين بالمحضون خارج المملكة","","أكثر من 30 يومًا في السنة يحتاج الموافقات المحددة بالنظام.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المادة 129/2: غير الوالدين لا يسافر بالمحضون خارج المملكة أكثر من 30 يومًا في السنة إلا بموافقة الوالدين أو أحدهما عند وفاة الآخر والولي على النفس عند وفاتهما.""","SRC120-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - الحضانة","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-HEIRS-CERT","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","تحتاج إصدار وثيقة رسمية بحصر ورثة المتوفى","منصة التركات / ناجز بحسب الخدمة المتاحة","مدة تنفيذ الخدمة المعروضة رسميًا ليست مدة سقوط حق، والخدمة بلا رسوم.","الدعاوى والطلبات التي تختص بها محاكم الأحوال الشخصية مستثناة من نظام التكاليف القضائية، عدا طلب النقض والتماس إعادة النظر.","""وزارة العدل تصف الوثيقة بأنها تشتمل على بيانات المورث والورثة وأنصبتهم، وتحدد خطوات وشروط الإصدار الحالية.""","SRC146-HEIRS","وزارة العدل","إصدار حصر الورثة","https://www.moj.gov.sa/ar/eServices/Pages/17b08d90-809c-45cf-bd41-9eb8d15fabcb.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-ESTATE-AGREED","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","الورثة متفقون ويريدون قسمة التركة إلكترونيًا","","مدة تنفيذ الخدمة المعروضة 14 يومًا وهي مدة خدمة لا مدة سقوط حق.","الدعاوى والطلبات التي تختص بها محاكم الأحوال الشخصية مستثناة من نظام التكاليف القضائية، عدا طلب النقض والتماس إعادة النظر.","""وزارة العدل: القسمة الاتفاقية توزع أموال وأصول المورث وفق الأنصبة الشرعية والأنظمة واللوائح؛ وحصر التركة يشترط حصر ورثة موثقًا وأن يكون مقدم الطلب أحد الورثة.""","SRC146-HEIRS","وزارة العدل","إصدار حصر الورثة","https://www.moj.gov.sa/ar/eServices/Pages/17b08d90-809c-45cf-bd41-9eb8d15fabcb.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-ESTATE-DISPUTE","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية؛ تختص بالإرث وقسمة التركة بما فيها العقار إذا كان فيها نزاع، أو حصة وقف أو وصية أو قاصر أو غائب.","محكمة الأحوال الشخصية","","","","الدعاوى والطلبات التي تختص بها محاكم الأحوال الشخصية مستثناة من نظام التكاليف القضائية، عدا طلب النقض والتماس إعادة النظر.","""""","SRC-BOE-PERSONAL-STATUS","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-23","REVIEWED","NEEDS_REVIEW",""
"R-FAM-ESTATE-PRIORITY","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","تركة قبل توزيعها","","لا مدة رقمية عامة في المادة 198.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المادة 197 تعرف التركة، والمادة 198 ترتب الحقوق: التجهيز، الديون، الوصية، ثم قسمة الباقي.""","SRC124-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - التركة والإرث","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-WILL-LIMITS","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","حد الوصية من التركة","","لا مهلة عامة؛ الإجازة بعد الوفاة هي المؤثرة فيما زاد على الثلث.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC95-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-LINEAGE-PROVE","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","نزاع أو طلب إثبات نسب ولد","","لا مدة رقمية عامة لدعوى الإثبات في المواد 67-71؛ مدة أكثر الحمل عشرة أشهر وللمحكمة الحكم بخلافها بتقرير طبي معتمد.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المواد 67-71: طرق إثبات النسب، قاعدة الولادة أثناء العقد أو بعد انتهائه قبل أكثر الحمل، شروط الإقرار، وضوابط أمر المحكمة بفحص الحمض النووي.""","SRC134-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - النسب","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-LINEAGE-DENY","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","رجل يريد نفي نسب ولد ثبت بالولادة في عقد الزواج","","15 يومًا من تاريخ علم الرجل بالولادة لدعوى اللعان لنفي النسب.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المواد 72-75: إذا ثبت النسب وفق المادة 67 فلا تسمع دعوى نفيه؛ والاستثناء في حالة الولادة في عقد الزواج يكون باللعان بشروط المادة 73، وإجراءات DNA واللعان وآثاره في 74-75.""","SRC134-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - النسب","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-MINOR-GUARDIAN","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","قاصر يحتاج وليًا/تمثيلًا","ناجز","لا مدة رقمية عامة لطلب تعيين الولي.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المواد 136-140: تعريف القاصر، الولي هو الأب أو من تعينه المحكمة، تقسيم الولاية إلى النفس والمال، وترتيب ولاية المال للأب ثم وصي الأب ثم من تعينه المحكمة وشروط الولي.""","SRC121-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-GUARDIAN-CONTINUE","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","استمرار ولي/وصي في شؤون القاصر","","لا مدة رقمية عامة؛ استمرار الولاية مرتبط ببقاء سببها وشروطها.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المواد 137-141 تبين الولي/الوصي وأنواع الولاية وشروط الولي وموانع التعيين المرتبطة بمصلحة القاصر.""","SRC121-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-GUARDIAN-REMOVE","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","طلب عزل ولي أو وصي لمصلحة القاصر","","لا مدة رقمية عامة لهذه النتيجة.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المادتان 140-141 تشترطان كمال الأهلية والأمانة والقدرة، وتمنعان تعيين من تكون في ولايته مظنة ضرر بمصلحة القاصر، ومنها حالات الإدانة المخلة بالشرف والأمانة أو العزل السابق للإضرار أو التفريط.""","SRC121-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-GUARDIAN-END","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","انتهاء سبب الولاية/الوصاية أو تحقق إحدى حالات انتهائها","","30 يومًا كحد أقصى من تاريخ انتهاء مهمة الوصي أو الولي المعين من المحكمة لتسليم الأموال وما يتعلق بها.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المادتان 157-159: حالات انتهاء الولاية/الوصاية، استمرارها عند بلوغ ناقص الأهلية/غير المأمون على ماله بطلب للمحكمة، وتسليم الأموال خلال 30 يومًا من انتهاء المهمة.""","SRC136-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - الولاية والغائب والمفقود","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-ABSENT-ASSETS","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","غائب لا يعرف موطنه أو إقامته وتعذرت إدارة شؤونه المالية بنفسه أو بوكيل","","مدة تحقق الغياب يقدرها القضاء؛ لا يوجد رقم ثابت في المادة 161.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المادتان 161-162: تعريف الغائب والمفقود، وجواز تعيين المحكمة وليًا لإدارة أموال الغائب أو المفقود إذا لم يكن له وكيل.""","SRC136-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - الولاية والغائب والمفقود","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-MISSING-PERSON","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","شخص غائب لا تعرف حياته ولا وفاته","","لا مدة رقمية لمجرد وصف الشخص بالمفقود؛ مدد الحكم بالوفاة تختلف بحسب ظروف الفقد.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المادتان 161-162 تعرفان المفقود وتجيزان تعيين ولي على أمواله عند عدم وجود وكيل؛ والمواد التالية تنظم الحكم بالوفاة.""","SRC136-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - الولاية والغائب والمفقود","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-MISSING-DEATH","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","طلب الحكم بوفاة مفقود","","إذا كانت ظروف الفقد يغلب معها الهلاك فالحد الأدنى سنة، وفي غير ذلك لا يحكم بالموت إلا بعد مضي 4 سنوات من تاريخ إبلاغ الجهة المختصة بالفقد.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المواد 163 وما بعدها تنظم مدد وإجراءات الحكم بوفاة المفقود؛ والمادة 167 تجعل تاريخ صدور الحكم تاريخ الوفاة ما لم يثبت التاريخ الحقيقي لاحقًا.""","SRC136-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - الولاية والغائب والمفقود","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-MISSING-RETURN","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","مفقود حكم بوفاته ثم ظهر حيًا","","لا مدة رقمية خاصة في المادة 168.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المادة 168: يرجع المفقود بالموجود عينًا من ماله على الورثة؛ وتعود زوجته إلى عصمته ما لم تتزوج زوجًا آخر ويدخل بها.""","SRC136-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - الولاية والغائب والمفقود","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-WILL-AFTER-DEBTS","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","تنفيذ الوصية بعد تجهيز الميت وسداد الديون","","لا مهلة موحدة لهذا الترتيب.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC95-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-WILL-REVOKE","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","وصية سابقة ورجوع عنها","","لا مدة رقمية عامة.","الدعاوى والطلبات التي تختص بها محاكم الأحوال الشخصية مستثناة من نظام التكاليف القضائية، عدا طلب النقض والتماس إعادة النظر.","""المادة 196/1: رجوع الموصي عن وصيته قولًا أو فعلًا يبطلها.""","SRC141-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-INHERITANCE-ELIGIBILITY","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","شروط استحقاق الإرث","","لا مهلة موحدة لاستحقاق الإرث في هذه النتيجة.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC95-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-INHERITANCE-KILLING","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","أثر قتل المورث على الإرث","","لا مهلة موحدة لهذه القاعدة.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC95-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-INHERITANCE-RELIGION","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","اختلاف الدين والإرث","","لا مهلة موحدة لهذه القاعدة.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC95-PSL","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-INHERITANCE-DIVORCED-SPOUSE","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","وفاة أحد الزوجين بعد فرقة/طلاق","","لا مدة دعوى رقمية في المادة 201؛ الاستحقاق مرتبط بحالة الزوجة وقت الوفاة.","قضايا الأحوال الشخصية مستثناة من التكاليف القضائية.","""المادة 201: الفرقة تمنع التوارث إلا الطلاق الرجعي ما دامت المرأة في العدة، أو طلاق مرض الموت دون طلبها ما لم تتزوج قبل وفاته.""","SRC124-FAM","هيئة الخبراء بمجلس الوزراء","نظام الأحوال الشخصية - التركة والإرث","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","2026-09-22","REVIEWED","NEEDS_REVIEW",""
